text,encoded
"Booked and paid for 2 tyres to be fitted at my place of work a couple of days later and was given an am appointment. I waited all day and nobody showed up, a complete waste of time and effort. I did get a refund after waiting 25mi s on the phone, and after speaking to the customer service person, I felt tbat my custom didn't matter. Would never use again or even tell anybody I know of their existence.P.s. only gave 1 star as I couldn't give 0 stars.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Excellent service.Easy to use.Competitive pricing.Good communication.First rate, will use again.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Nice easy transaction. Good tyres and fitter was early and did a great job.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
"Easy Tyre Selection Process, Competitive Pricing and Excellent Fitting Service","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Tyres supplied and fitted on time as ordered, absolutely no complaints","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The experience was great entirely satisfactory and the prices were lower than local dealers were offering,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy to use website, easy to select the relevant tyres and easy to find the best place to get them fitted","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tyres was fit with high pressure and looks like old dirty tyre all around, at least they could put some tyre shine for better quality of service!!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"great price, very easy to purchase and choose fitting garage","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great quick service. The garage in bath where they were replaced should definitely be given a 5 star award for the way that they replaced the tyres and swapped the wheels around for me. Would highly recommend them.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Customer service was very good and communicative. The special offers were also very attractive.,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
great way to have your tyres done I picked my tyres then chose the fitter and the day and time that I wanted it all happened exactly as arranged good job!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"I got a set of Michelin's for a BMW M3 (e46).... and i was really impressed with, firstly the price and equally so how well they perform in the wet.....this is the 2nd full set ive purchased through [REDACTED], but it won't be the last.Great cost and had them fitted at my local ATS garage (South Shields branch), who are always polite, professional and knowledgeable.[REDACTED].com highly recommended by www.irongatelocksmiths. co. uk","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
"excellent online ordering service, happy with price, ease of use but also must say..the fitting station - 1st class tyres and autocare, Lutterworth, Leicestershire, LE17 4AB were outstanding. Nothing too much trouble, knew exactly what was ordered, fitted in timely manner, friendly service and expert knowledge. Highly recommended, please pass on feedback to them also.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good quick service, but snapped a bolt which is still stuck and going to cost me more money to fix...","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tyres in time. Needed 4, looked at all tyres and judged the tyres chosen as the best middle range. Look good and seem to do the job, only time will tell if they are value for money. The surprised look on the tyre fitters face when he saw the brand was a worry but hopefully just because we didn't by direct from ATS.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Good prices and convenient fitting,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
It was easy and straight forward. The guy that fixed my four tyres was very detailed and thorough. Overall transaction and service was superb. Thank you.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Because 2 tyres were ordered only 1 delivered and appointment had been confirmed twice,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5th time used. Good service - transparent pricing and realistic reviews of tyres.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Reasonably seamless experience with pretty good price.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Excellent service, great prices!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The website is easy to use and you can choose the garage you want to complete the work,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Issues with the partner garage,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
There was a delay in delivering the tyre and I had to change the fitting date directly with the fitting company,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
good value for money and the fitting garage were very good and helpful,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy to buy tyres and reasonably priced.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
i've used [REDACTED] a number of times . Always competitive prices and tyres that are recently manufactured not old stock . Fitting is easily arranged and so far well done ( I always use Alpha and Yapps in Cardiff ),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great Service and great garage - professional, friendly, and very efficient. I will certainly be using this service and garage again","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ease of ordering, choice of tyres, good price and local fitters.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
A simple and straightforward experience from pricing and ordering my tyres through to having them fitted. I would definitely recommend [REDACTED] - this is my second time using them and will continue to do so. They are good to deal with and the price is always very competitive.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great price and all done without a hitch. How it should be.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Efficient service at good price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy selection of tyre type at a very competitive price. Pleased to be able to select my referred fitting location. All in all a slick and easy process.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Delivered as promised. Great price. Excellent quality tires.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Best price online,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great price, great sevice. I will certainly use again. Recommended.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
A8 X 4 tyres. Superb service and process. Was wary of tyres from one place and fitting from another but worked just fineUsually a Kwik Fit user but they had a limited choice of tyres whereas [REDACTED] had good choice and good prices.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"It was such an efficient service, easy to find a local garage who looked after me very well","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Easy and quick to order my tyres and fitting by a local dealer was easy to book.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"A very efficient, high value and flexible system that I have used now on four occasions and will continue to do so.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy to use website, good prices, choice of local garages","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Competative prices and excellent friendly fitting facilities,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Tyres were the best price I found come very quick and the fitting process was easy to arrange.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Very good price, good communication. great options locally for fitting tyres.trouble free. Highly recommend .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Great service, quick availability, local garage did a good job","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"The service was excellent, I think I may of selected the wrong tyres and called up and the correct ones were sent to the garage. Thanks again","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Appointment change once booked. I made an appointment online and then a day later was told I couldn't have it and would have to make another appointment for 2 days later. As this was for an MOT re-test it meant I couldn't use the car for two days. There was nothing on the site about possible rearranging of appointments.,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good value, good service, worked well","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Only 1 tyre arrived at fitting centre,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Excellent very straightforward. And Fort street motors were excellent,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Taranasus seal of approval. I mean what's there to fault? I placed the order, tires arrived on time, the service was very professional even though it was a local-operated business. They even troubleshooted a problem I had with the car which was not their fault or responsibility and didn't charge me anything for it. Took only 40 minutes to do both tires. A++","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Competitive prices, fast delivery.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Excellent service with Customer Satisfaction at the forefront of their business. Competitive pricing with a good fitting service at their disposal.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Well done Mr Tyre. Very easy process to shop for all inclusive price for supply and fitting at a location and time to suit yourself. Friendly staff quickly complete the job and your on your way.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy to use web site used local ATS as fit cener excellent service.Only disappointment same fuel efficiency grade as last set brought from blavk circle but getting no where near previous miles per gallon which is costing me as a volunteer patient driver using my own car,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Excellent service and good price.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"offered me dates and a garage which i accepted. then they changed the dates and garage!when i eventually arrived at the garage for fitting, the garage wasnt sure if the tyres had been delivered which led to a further wait. The garage did a good job but constantly moaned about [REDACTED].com and i had to agree with them, as [REDACTED] were pretty much crap and it would have been so much easier to just book direct with the garage. [REDACTED] said i didnt give then enough notice to arrange fitting at my chosen garage. i gave them 4 days! had i gone direct to the garage i only had to give a days notice. [REDACTED], you were rubbish!","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ended up getting a refund but process was very easy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"First class service, easy to use and great price","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Best prices online speedy local fitting centres,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
Great garage great tyres great service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Competitive pricing, quick efficient service, choice of near to home fitting locations, recommendations for specific vehicle types. All round good service.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Great service. Good price for the tyres.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Very easy to use.The search function using your cars registration number is very helpful.I was able to find the exact tyres I was looking for at a good price..The local ATS centre that fitted the tyres was very efficient and professional..I will definitely use this service again.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
Really good experience. A great choice of tyres online with good prices and you can choose a date and garage that suits you. Will definitely use again.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great web resource to qualify choice, fast and trouble free delivery, trusted end point fitting.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Bought 2 X car tyres through [REDACTED], prices were competitive but the garage that Ichoosed to install tyres was not good enough. My car mat was covered in mud and caused cosmetic damage to alloy wheels. It would have been better to have an option to review on garage where tyres were installed.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Highly recommend and very friendly very compatable prices thanks again,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Affordable, convenient","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good service, easy to use and good value for money","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Best prices. I've always used [REDACTED]. Never been disappointed. They have the best prices. Fitting services always close by.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"An easy ordering process with the traits of tyres clearly labelled (fuel economy, noise level, water clearance etc).The prices are a lot more competitive than the usual high street places.There are lots of fitting centres are so you can choose a time and place convenient to you.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[REDACTED] was brilliant. The garage I chose from your list wasn't the best decision I have made.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Never used [REDACTED] before. The range of tyres were great at a really good price. I also had them fitted at a [REDACTED] tyre fitting place who were very quick and efficient.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Great product and a fair price this company is good to deal with. I will use them again.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Tyres OK but fitting was bad. Although the tyres I had fitted were the ones I ordered when I was at the ATS station in Wrexham to have them fitted I was treated very badly by the staff. I would not advocate using this depot to fit tyres again,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Fast, efficient, value for money","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great service.great fitters will definitely use again,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Really easy process to order, organise suitable garage and appointment time. Great price too!Will use again.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"good price, local garage and good service","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Outstanding service from a team of good lads. fast turnaround on the work carried out, I even signed up for a loyalty scheme with them.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Excellent price and tyre choice. First class fitting.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great all round service with pricing to match, tyres were waiting when I arrived at chosen fitting centre, staff helpful and polite. Only minor criticism was the paperwork that needed to be completed whilst having tyres fitted, but Understand that things need to be done proper. Would use again especially when BC have promotions running, makes them cheaper than anyone else.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy ordering process and good service.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Easy as. Competitive pricing, easy booking of fitting at preferred location.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Everything happened as it should. The guys at Jeffreys High Performance Tyres were really helpful and kept me updated during fitting. Will be buying my tyres this way from now on!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Overall, I received a good, no frills service by having the worn front tyres replaced on my Toyota. Unfortunately, they weren't able to go the 'extra mile' for me when I asked the receptionist at the time whether the partially worn rears, could be swapped with the new fronts. This was not granted as there wasn't a four poster ramp available. Not so sure I'll go back there as previous garages I've used, have always undertaken this cost saving work for me.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good prices , easy access to web site, i was kept informed , everything went smoothly as planned.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Super easy to book, really recommend","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Top class tyres at a good price.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
"My experience with [REDACTED]com is the best I have had in years. My experience with [REDACTED].com is just second to none. Good value for money in cost, convenience and all this made possible by just a few clicks. Found the brand I wanted cheaper than most, chose to have the tyres fitted at a place I trust in my town, Stevenage. Won't be using anyone else any time soon.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Very good servicd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
good service after a very small problem with delivery ie tyres did not arrive on time when car was booked in to garage rectified very quickly,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i ordered my tyre and arranged a fitting date Monday 29 july i them got an email from you telling that my tyre has been delayed and not available until Tuesday 6th August i contacted the garage that was fitting the tyre to cancel my appointment only to be told they had the tyre delivered and could be fitted i have since had several emails from you to make a new time for fitting when it has already been done.,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
It was really easy to select the tyres I wanted and to book an appointment with my local garage to get them fitted,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Easy to use site, excellent prices and great communication","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Job was done quickly and efficiently. Job was done on a Saturday and the job was done locally,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Good service good price. Easy to use, good selection of tyres at competitive prices.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
